catalog_id,display_name,canonical_mod_name,armor_weight_tier,nexus_url,nexus_game_domain,nexus_mod_id,image_url,image_source_url,image_rank,included_in_modlists,source_sections,source_versions,entry_type,status,notes,last_verified
skyrimspecialedition-121886,Ashtoreth Spartacus Slave - My patches SE by Xtudo,Ashtoreth Spartacus Slave - My patches SE by Xtudo,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/121886,skyrimspecialedition,121886,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/121886/121886-1718409473-566706531.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/121886,mod-search-thumbnail,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,Mod Search category: Armour; summary: Clothing version. Optimized 4K-2K-1K versions. Improved ground items. Non-HDT patches. New Bracelets added. Some extra fixes and tweaks.,2026-05-23
skyrimspecialedition-86891,Asura's Guard,Asura's Guard,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/86891,skyrimspecialedition,86891,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/86891/86891-1678740583-74968725.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/86891,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; TOT: Armors & Clothing; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,Mod Search category: Armour; summary: A highly customizable set of female armor.,2026-05-23
skyrimspecialedition-76204,Ayleid Stone Piercings,Ayleid Stone Piercings,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/76204,skyrimspecialedition,76204,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.6.4.0; HOH: 1.6.4.0; MOM: 1.6.4.0; DOD: 1.6.4.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-148026,Azure Knight Armor,Azure Knight Armor,Mixed,https://www.nexusmods.com/skyrimspecialedition/mods/148026,skyrimspecialedition,148026,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/148026/148026-1747415034-857469764.png,https://www.nexusmods.com/skyrimspecialedition/mods/148026,mod-search-thumbnail,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.3.0.0; HOH: 1.3.0.0; MOM: 1.3.0.0; DOD: 1.3.0.0,Catalog Item,Ready,Mod Search category: Armour; summary: Light or heavy armor set.3BA and UBE. SMP physics.; tier inferred: Mixed (mentions multiple armor weight variants),2026-05-23
skyrimspecialedition-110420,Balfieran Knight Set,Balfieran Knight Set,Heavy,https://www.nexusmods.com/skyrimspecialedition/mods/110420,skyrimspecialedition,110420,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/110420/110420-1708083272-1518538824.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/110420,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Ready,Mod Search category: Armour; summary: Adds an altmer themed heavy armor set & a weapon; tier inferred: Heavy (mentions heavy armor),2026-05-23
skyrimspecialedition-111059,Bisquits Pain Bringer,Bisquits Pain Bringer,Clothing,https://www.nexusmods.com/skyrimspecialedition/mods/111059,skyrimspecialedition,111059,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/111059/111059-1739782048-661122221.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/111059,mod-search-thumbnail,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.3.0.0; HOH: 1.3.0.0; MOM: 1.3.0.0; DOD: 1.3.0.0,Catalog Item,Ready,Mod Search category: Clothing and Accessories; summary: Oblivion outfit originally by bisquits now converted for SSE CBBE 3BA bodyslide. Upscaled texture and color variant.; tier inferred: Clothing (clothing/outfit wording without armor wording),2026-05-23
skyrimspecialedition-356,Black Mage Armor,Black Mage Armor SE,Mixed,https://www.nexusmods.com/skyrimspecialedition/mods/356,skyrimspecialedition,356,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/356/356-1546310104-1265722365.png,https://www.nexusmods.com/skyrimspecialedition/mods/356,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.10.0.0; TOT: 1.10.0.0; HOH: 1.10.0.0; MOM: 1.10.0.0; DOD: 1.10.0.0,Catalog Item,Ready,"Mod Search category: Armour; summary: Black Mage Armor is a standalone armor mod that includes Cloth, Light, and Heavy armor sets that are all craftable, enchantable, and upgradable; all sets can be used by every race, male or female.; tier inferred: Mixed (mentions multiple armor weight variants)",2026-05-23
skyrimspecialedition-170827,Black Widow,Black Widow,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/170827,skyrimspecialedition,170827,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/170827/170827-1769866312-1276117968.png,https://www.nexusmods.com/skyrimspecialedition/mods/170827,mod-search-thumbnail,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.2.0.0; HOH: 1.2.0.0; MOM: 1.0.0.0; DOD: 1.2.0.0,Catalog Item,Needs Weight,Mod Search category: Armour; summary: Sneaky armor for black widows. CBBE 3BA and BHUNP,2026-05-23
skyrimspecialedition-62751,Bladedancer's Edge,Bladedancer's Edge,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/62751,skyrimspecialedition,62751,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/62751/62751-1643578638-648025759.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/62751,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; TOT: Armors & Clothing; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.3.0.0; TOT: 1.3.0.0; HOH: 1.3.0.0; MOM: 1.3.0.0; DOD: 1.3.0.0,Catalog Item,Needs Weight,Mod Search category: Armour; summary: Armor set with some customization features,2026-05-23
skyrimspecialedition-134752,Callisto HDT-SMP Armor,Callisto HDT-SMP Armor,Heavy,https://www.nexusmods.com/skyrimspecialedition/mods/134752,skyrimspecialedition,134752,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/134752/134752-1732444890-1417831491.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/134752,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Ready,Mod Search category: Armour; summary: HDT-SMP standalone female heavy armor.; tier inferred: Heavy (mentions heavy armor),2026-05-23
skyrimspecialedition-133795,Casual Pirate Outfit,Casual Pirate Outfit,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/133795,skyrimspecialedition,133795,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/133795/133795-1731623232-1148856780.png,https://www.nexusmods.com/skyrimspecialedition/mods/133795,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: f1.01; TOT: f1.01; HOH: f1.01; MOM: f1.01; DOD: f1.01,Catalog Item,Needs Weight,Mod Search category: Armour; summary: A light pirate outfit.,2026-05-23
skyrimspecialedition-135729,Chronomancer Armor,Chronomancer Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/135729,skyrimspecialedition,135729,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.4.0.0; HOH: 1.4.0.0; MOM: 1.4.0.0; DOD: 1.4.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-21305,Common Clothes and Armors - 2k Textures,Common Clothes and Armors - 2k Textures,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/21305,skyrimspecialedition,21305,,,,TOT,TOT: Armors & Clothing,TOT: d2025.8.31.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-134088,Common Clothing Expansion,Common Clothing Expansion,Clothing,https://www.nexusmods.com/skyrimspecialedition/mods/134088,skyrimspecialedition,134088,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/134088/134088-1731839773-1329213344.png,https://www.nexusmods.com/skyrimspecialedition/mods/134088,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD; VOV,JOJ: Vanilla Replacers & Addons; TOT: Armors & Clothing; HOH: Vanilla Replacers & Addons; MOM: Vanilla Replacers & Addons; DOD: Vanilla Replacers & Addons; VOV: Vanilla Armor & Clothing Replacers,JOJ: 1.7.0.0; JOJ: 1.2.0.0; JOJ: 1.1.0.0; TOT: 1.7.0.0; TOT: 1.2.0.0; TOT: 1.1.0.0; TOT: d2025.8.31.0; HOH: 1.7.0.0; HOH: 1.2.0.0; HOH: 1.1.0.0; MOM: 1.7.0.0; MOM: 1.2.0.0; MOM: 1.1.0.0; DOD: 1.7.0.0; DOD: 1.2.0.0; DOD: 1.1.0.0; VOV: 1.7.0.0; VOV: 1.2.0.0; VOV: 1.1.0.0,Catalog Item,Ready,Mod Search category: Clothing and Accessories; summary: This mod adds new lore friendly clothing to the game.; tier inferred: Clothing (clothing/outfit wording without armor wording),2026-05-23
skyrimspecialedition-154021,Common Clothing Expansion - Tops and Bottoms and Color Variants,Common Clothing Expansion - Tops and Bottoms and Color Variants,Clothing,https://www.nexusmods.com/skyrimspecialedition/mods/154021,skyrimspecialedition,154021,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/154021/154021-1751472971-194749341.png,https://www.nexusmods.com/skyrimspecialedition/mods/154021,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD; VOV,JOJ: Vanilla Replacers & Addons; TOT: Armors & Clothing; HOH: Vanilla Replacers & Addons; MOM: Vanilla Replacers & Addons; DOD: Vanilla Replacers & Addons; VOV: Vanilla Armor & Clothing Replacers,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0; VOV: 1.0.0.0,Catalog Item,Ready,Mod Search category: Clothing and Accessories; summary: Hornclonic's Common Clothing Expansion made modular and with different color options!; tier inferred: Clothing (clothing/outfit wording without armor wording),2026-05-23
skyrimspecialedition-71116,Countess Armor,Countess Armor,Light,https://www.nexusmods.com/skyrimspecialedition/mods/71116,skyrimspecialedition,71116,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/71116/71116-1657461861-133216976.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/71116,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.2.0.0; JOJ: 1.1.0.0; TOT: 1.2.0.0; TOT: 1.1.0.0; HOH: 1.2.0.0; HOH: 1.1.0.0; MOM: 1.2.0.0; MOM: 1.1.0.0; DOD: 1.2.0.0; DOD: 1.1.0.0,Catalog Item,Ready,Mod Search category: Armour; summary: Unisex standalone light armor. HDT-SMP body physics is available as optional.; tier inferred: Light (mentions light armor),2026-05-23
skyrimspecialedition-146397,Crochet Bikini,Crochet Bikini,Clothing,https://www.nexusmods.com/skyrimspecialedition/mods/146397,skyrimspecialedition,146397,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/146397/146397-1743460758-1621433098.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/146397,mod-search-thumbnail,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Ready,Mod Search category: Clothing and Accessories; summary: Crochet Bikini in 18 colors for CBBE 3BA and BHUNP; tier inferred: Clothing (clothing/outfit wording without armor wording),2026-05-23
skyrimspecialedition-114751,Crown Plate Set,Crown Plate Set,Heavy,https://www.nexusmods.com/skyrimspecialedition/mods/114751,skyrimspecialedition,114751,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/114751/114751-1712351139-447378358.jpeg,https://www.nexusmods.com/skyrimspecialedition/mods/114751,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.2.0.0; TOT: 1.2.0.0; HOH: 1.2.0.0; MOM: 1.2.0.0; DOD: 1.2.0.0,Catalog Item,Ready,Mod Search category: Armour; summary: Adds an redguard themed heavy armor set & a weapon; tier inferred: Heavy (mentions heavy armor),2026-05-23
skyrimspecialedition-91522,Crowns (House of the Dragon),Crowns (House of the Dragon),Clothing,https://www.nexusmods.com/skyrimspecialedition/mods/91522,skyrimspecialedition,91522,https://staticdelivery.nexusmods.com/mods/1704/images/thumbnails/91522/91522-1684359300-161905553.png,https://www.nexusmods.com/skyrimspecialedition/mods/91522,mod-search-thumbnail,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Ready,"Mod Search category: Clothing and Accessories; summary: Wanna sit your ass on the [s]iron[\s] ruby throne and circlets just aren't kingly enough?Now with the addition of Aegon's and Jaehaerys' crowns you can do your throne-sittinng with excessive kingnessHow excessive? you ask. Well, let's just; tier inferred: Clothing (clothing/outfit wording without armor wording)",2026-05-23
