catalog_id,display_name,canonical_mod_name,armor_weight_tier,nexus_url,nexus_game_domain,nexus_mod_id,image_url,image_source_url,image_rank,included_in_modlists,source_sections,source_versions,entry_type,status,notes,last_verified
skyrimspecialedition-139513,Ashtoreth Frostwardens Regalia Cyb's Edit,Ashtoreth Frostwardens Regalia Cyb's Edit,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/139513,skyrimspecialedition,139513,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 2.2.0.0; HOH: 2.2.0.0; MOM: 2.2.0.0; DOD: 2.2.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-121886,Ashtoreth Spartacus Slave - My patches SE by Xtudo,Ashtoreth Spartacus Slave - My patches SE by Xtudo,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/121886,skyrimspecialedition,121886,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-86891,Asura's Guard,Asura's Guard,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/86891,skyrimspecialedition,86891,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; TOT: Armors & Clothing; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-76204,Ayleid Stone Piercings,Ayleid Stone Piercings,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/76204,skyrimspecialedition,76204,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.6.4.0; HOH: 1.6.4.0; MOM: 1.6.4.0; DOD: 1.6.4.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-148026,Azure Knight Armor,Azure Knight Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/148026,skyrimspecialedition,148026,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.3.0.0; HOH: 1.3.0.0; MOM: 1.3.0.0; DOD: 1.3.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-110420,Balfieran Knight Set,Balfieran Knight Set,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/110420,skyrimspecialedition,110420,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-111059,Bisquits Pain Bringer,Bisquits Pain Bringer,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/111059,skyrimspecialedition,111059,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.3.0.0; HOH: 1.3.0.0; MOM: 1.3.0.0; DOD: 1.3.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-356,Black Mage Armor,Black Mage Armor SE,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/356,skyrimspecialedition,356,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.10.0.0; TOT: 1.10.0.0; HOH: 1.10.0.0; MOM: 1.10.0.0; DOD: 1.10.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-170827,Black Widow,Black Widow,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/170827,skyrimspecialedition,170827,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.2.0.0; HOH: 1.2.0.0; MOM: 1.0.0.0; DOD: 1.2.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-62751,Bladedancer's Edge,Bladedancer's Edge,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/62751,skyrimspecialedition,62751,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; TOT: Armors & Clothing; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.3.0.0; TOT: 1.3.0.0; HOH: 1.3.0.0; MOM: 1.3.0.0; DOD: 1.3.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-134752,Callisto HDT-SMP Armor,Callisto HDT-SMP Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/134752,skyrimspecialedition,134752,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-133795,Casual Pirate Outfit,Casual Pirate Outfit,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/133795,skyrimspecialedition,133795,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: f1.01; TOT: f1.01; HOH: f1.01; MOM: f1.01; DOD: f1.01,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-135729,Chronomancer Armor,Chronomancer Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/135729,skyrimspecialedition,135729,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.4.0.0; HOH: 1.4.0.0; MOM: 1.4.0.0; DOD: 1.4.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-21305,Common Clothes and Armors - 2k Textures,Common Clothes and Armors - 2k Textures,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/21305,skyrimspecialedition,21305,,,,TOT,TOT: Armors & Clothing,TOT: d2025.8.31.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-134088,Common Clothing Expansion,Common Clothing Expansion,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/134088,skyrimspecialedition,134088,,,,JOJ; TOT; HOH; MOM; DOD; VOV,JOJ: Vanilla Replacers & Addons; TOT: Armors & Clothing; HOH: Vanilla Replacers & Addons; MOM: Vanilla Replacers & Addons; DOD: Vanilla Replacers & Addons; VOV: Vanilla Armor & Clothing Replacers,JOJ: 1.7.0.0; JOJ: 1.2.0.0; JOJ: 1.1.0.0; TOT: 1.7.0.0; TOT: 1.2.0.0; TOT: 1.1.0.0; TOT: d2025.8.31.0; HOH: 1.7.0.0; HOH: 1.2.0.0; HOH: 1.1.0.0; MOM: 1.7.0.0; MOM: 1.2.0.0; MOM: 1.1.0.0; DOD: 1.7.0.0; DOD: 1.2.0.0; DOD: 1.1.0.0; VOV: 1.7.0.0; VOV: 1.2.0.0; VOV: 1.1.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-154021,Common Clothing Expansion - Tops and Bottoms and Color Variants,Common Clothing Expansion - Tops and Bottoms and Color Variants,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/154021,skyrimspecialedition,154021,,,,JOJ; TOT; HOH; MOM; DOD; VOV,JOJ: Vanilla Replacers & Addons; TOT: Armors & Clothing; HOH: Vanilla Replacers & Addons; MOM: Vanilla Replacers & Addons; DOD: Vanilla Replacers & Addons; VOV: Vanilla Armor & Clothing Replacers,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0; VOV: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-71116,Countess Armor,Countess Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/71116,skyrimspecialedition,71116,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.2.0.0; JOJ: 1.1.0.0; TOT: 1.2.0.0; TOT: 1.1.0.0; HOH: 1.2.0.0; HOH: 1.1.0.0; MOM: 1.2.0.0; MOM: 1.1.0.0; DOD: 1.2.0.0; DOD: 1.1.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-146397,Crochet Bikini,Crochet Bikini,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/146397,skyrimspecialedition,146397,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-114751,Crown Plate Set,Crown Plate Set,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/114751,skyrimspecialedition,114751,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.2.0.0; TOT: 1.2.0.0; HOH: 1.2.0.0; MOM: 1.2.0.0; DOD: 1.2.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-91522,Crowns (House of the Dragon),Crowns (House of the Dragon),Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/91522,skyrimspecialedition,91522,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-133000,Cultural Bards Full Resolution,Cultural Bards Full Resolution,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/133000,skyrimspecialedition,133000,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 2.0.0.0; TOT: 2.0.0.0; HOH: 2.0.0.0; MOM: 2.0.0.0; DOD: 2.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-29667,Cyrodiilic Thief Armor,Cyrodiilic Thief Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/29667,skyrimspecialedition,29667,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-104977,Dark Knight Heavy Padded Armor Set WITH HDT SMP,Dark Knight Heavy Padded Armor Set WITH HDT SMP,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/104977,skyrimspecialedition,104977,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: .6; TOT: .6; HOH: .6; MOM: .6; DOD: .6,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-56805,Dovakini Armor LE Textures - Resources,Dovakini Armor LE Textures - Resources,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/56805,skyrimspecialedition,56805,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: f1.02; HOH: f1.02; MOM: f1.02; DOD: f1.02,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-128683,Dracania Armor,Dracania Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/128683,skyrimspecialedition,128683,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.1.0.0; HOH: 1.1.0.0; MOM: 1.1.0.0; DOD: 1.1.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-50187,DX Crafting Manuals Locations Guide,DX Crafting Manuals Locations Guide,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/50187,skyrimspecialedition,50187,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 2.1.0.0; HOH: 2.1.0.0; MOM: 2.1.0.0; DOD: 2.1.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-109000,Eastern Brassplate Set,Eastern Brassplate Set,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/109000,skyrimspecialedition,109000,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-109635,Eastern Brassplate Set - SE by Xtudo - ADM patch,Eastern Brassplate Set - SE by Xtudo - ADM patch,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/109635,skyrimspecialedition,109635,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; JOJ: 1.1.0.0; TOT: 1.0.0.0; TOT: 1.1.0.0; HOH: 1.0.0.0; HOH: 1.1.0.0; MOM: 1.0.0.0; MOM: 1.1.0.0; DOD: 1.0.0.0; DOD: 1.1.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-100401,Easthold Totemic Set,Easthold Totemic Set,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/100401,skyrimspecialedition,100401,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-110082,Easthold Totemic Set - My Patches SE by Xtudo,Easthold Totemic Set - My Patches SE by Xtudo,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/110082,skyrimspecialedition,110082,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.0.0.0; TOT: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-134700,Einherjr Armor - My patches SE by Xtudo,Einherjr Armor - My patches SE by Xtudo,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/134700,skyrimspecialedition,134700,,,,JOJ; TOT; HOH; MOM; DOD,JOJ: New Armors & Clothing - Immersive; TOT: Armors & Clothing; HOH: New Armors & Clothing - Immersive; MOM: New Armors & Clothing - Immersive; DOD: New Armors & Clothing - Immersive,JOJ: 1.3.0.0; TOT: 1.3.0.0; HOH: 1.3.0.0; MOM: 1.3.0.0; DOD: 1.3.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-153943,ELLE - Dark Assassin,ELLE - Dark Assassin,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/153943,skyrimspecialedition,153943,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 2.0.0.0; HOH: 2.0.0.0; MOM: 2.0.0.0; DOD: 2.0.0.0,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-147010,ELLE - Mageali,ELLE - Mageali,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/147010,skyrimspecialedition,147010,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: Main Installer; HOH: Main Installer; MOM: Main Installer; DOD: Main Installer,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-108088,Ellxe Wicked Corruption,Ellxe Wicked Corruption,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/108088,skyrimspecialedition,108088,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: Main Installer; HOH: Main Installer; MOM: Main Installer; DOD: Main Installer,Catalog Item,Needs Weight,,2026-05-23
skyrimspecialedition-146083,Elven Sentry Armor,Elven Sentry Armor,Unknown,https://www.nexusmods.com/skyrimspecialedition/mods/146083,skyrimspecialedition,146083,,,,JOJ; HOH; MOM; DOD,JOJ: New Armors & Clothing - Exotic; HOH: New Armors & Clothing - Exotic; MOM: New Armors & Clothing - Exotic; DOD: New Armors & Clothing - Exotic,JOJ: 1.0.0.0; HOH: 1.0.0.0; MOM: 1.0.0.0; DOD: 1.0.0.0,Catalog Item,Needs Weight,,2026-05-23
